Prediction Name,QA Task,Retriever,Top-Retrieved Docs,Use_Postgen,Combination_Number,Rho,Tau,Best Single Signal,Best Single Rho,Best Single Tau
GPP,nq,e5,3,False,23,0.2850129441933868,0.2163536958834823,a_ratio,0.228,0.1733
GPP,nq,e5,3,False,123,0.2924666504656232,0.2219368854746269,a_ratio,0.228,0.1733
RPP,nq,e5,3,False,0,0.2061427965485558,0.1517299216219941,a_ratio,0.1782,0.1309
RPP,nq,e5,3,False,1,0.1985944577160075,0.1459699903440252,a_ratio,0.1782,0.1309
RPP,nq,e5,3,False,2,0.2053183559864322,0.1511016881655093,a_ratio,0.1782,0.1309
RPP,nq,e5,3,False,3,0.2113430385320378,0.1554265197274494,a_ratio,0.1782,0.1309
RPP,nq,e5,3,False,12,0.1991257424690621,0.1463361343200771,a_ratio,0.1782,0.1309
RPP,nq,e5,3,False,13,0.2036762615434125,0.1498018948072649,a_ratio,0.1782,0.1309
RPP,nq,e5,3,False,23,0.2108624877900143,0.1550554038642348,a_ratio,0.1782,0.1309
RPP,nq,e5,3,False,123,0.2038116627025174,0.1498796693278812,a_ratio,0.1782,0.1309
GPP,nq,e5,2,False,0,0.2952212906774225,0.2240446771609929,a_ratio,0.247,0.1877
GPP,nq,e5,2,False,1,0.309369863169062,0.234603221765773,a_ratio,0.247,0.1877
GPP,nq,e5,2,False,2,0.29959739023726,0.2272148238983246,a_ratio,0.247,0.1877
GPP,nq,e5,2,False,3,0.2973823352008503,0.22511935321444,a_ratio,0.247,0.1877
GPP,nq,e5,2,False,12,0.310303519772926,0.2352988826039418,a_ratio,0.247,0.1877
GPP,nq,e5,2,False,13,0.3075459911069351,0.2328221823997237,a_ratio,0.247,0.1877
GPP,nq,e5,2,False,23,0.3005984043887155,0.2275432791481762,a_ratio,0.247,0.1877
GPP,nq,e5,2,False,123,0.3086586025954167,0.2336835470661885,a_ratio,0.247,0.1877
GPP,nq,bm25,2,False,0,0.245425719478569,0.1886865558834832,spatial,0.2166,0.1659
GPP,nq,bm25,2,False,1,0.2820779385832272,0.2164268966128173,spatial,0.2166,0.1659
GPP,nq,bm25,2,False,2,0.2645291799969133,0.2033074867173754,spatial,0.2166,0.1659
GPP,nq,bm25,2,False,3,0.2583165433553326,0.1987098248295292,spatial,0.2166,0.1659
GPP,nq,bm25,2,False,12,0.2829663496652647,0.2171239460786798,spatial,0.2166,0.1659
GPP,nq,bm25,2,False,13,0.2947781125947123,0.2262572038060419,spatial,0.2166,0.1659
GPP,nq,bm25,2,False,23,0.27651825549107,0.2124952511666685,spatial,0.2166,0.1659
GPP,nq,bm25,2,False,123,0.294439243026469,0.2259257870223299,spatial,0.2166,0.1659
GPP,nq,bm25,5,False,0,0.2443392637407029,0.1874091670770332,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,1,0.260647486769486,0.1998480170454361,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,2,0.2489921094115216,0.1909570123600598,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,3,0.2522419465797121,0.1936994390657248,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,12,0.2630671810537723,0.2016229209473993,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,13,0.2689340792461113,0.2064656375202481,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,23,0.2586010228184169,0.1984640473067535,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,123,0.2725913282814368,0.2091562536741531,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,0,0.206081029085723,0.1579925488026994,bertQPP,0.1894,0.1454
GPP,nq,bm25,5,False,1,0.2207529587537585,0.1695470868535605,bertQPP,0.1894,0.1454
GPP,nq,bm25,5,False,2,0.2084866250452768,0.1598659712538428,bertQPP,0.1894,0.1454
GPP,nq,bm25,5,False,3,0.2149940933324874,0.1650913794021924,bertQPP,0.1894,0.1454
GPP,nq,bm25,5,False,12,0.2211322245667328,0.169790831949341,bertQPP,0.1894,0.1454
GPP,nq,bm25,5,False,13,0.2320009231076149,0.1781025004650362,bertQPP,0.1894,0.1454
GPP,nq,bm25,5,False,23,0.2177439280894514,0.167089225678396,bertQPP,0.1894,0.1454
GPP,nq,bm25,5,False,123,0.233511161962522,0.179101423603138,bertQPP,0.1894,0.1454
GPP,nq,bm25,5,False,1,0.2443392637407029,0.1874091670770332,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,2,0.2443392637407029,0.1874091670770332,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,3,0.2443392637407029,0.1874091670770332,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,12,0.2443392637407029,0.1874091670770332,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,13,0.2443392637407029,0.1874091670770332,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,23,0.2443392637407029,0.1874091670770332,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,123,0.2443392637407029,0.1874091670770332,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,1,0.2443392637407029,0.1874091670770332,max(perpC),0.1175,0.0903
GPP,nq,bm25,5,False,2,0.2443392637407029,0.1874091670770332,avg(docQual),0.0817,0.0624
GPP,nq,bm25,5,False,3,0.2443392637407029,0.1874091670770332,itg(Dale Chall),0.068,0.052
GPP,nq,bm25,5,False,12,0.2443392637407029,0.1874091670770332,max(perpC),0.1175,0.0903
GPP,nq,bm25,5,False,13,0.2443392637407029,0.1874091670770332,max(perpC),0.1175,0.0903
GPP,nq,bm25,5,False,23,0.2443392637407029,0.1874091670770332,avg(docQual),0.0817,0.0624
GPP,nq,bm25,5,False,123,0.2443392637407029,0.1874091670770332,max(perpC),0.1175,0.0903
GPP,nq,bm25,5,False,1,0.1207394509178689,0.0927096835682598,max(perpC),0.1175,0.0903
GPP,nq,bm25,5,False,2,0.0792245126088278,0.0607116538405076,avg(docQual),0.0817,0.0624
GPP,nq,bm25,5,False,3,0.0715676311270804,0.0548570529535977,itg(Dale Chall),0.068,0.052
GPP,nq,bm25,5,False,2,0.2488213731406332,0.1908004031922395,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,12,0.1346796138760028,0.1033445843253793,max(perpC),0.1175,0.0903
GPP,nq,bm25,5,False,13,0.1435592022228004,0.1100399206278315,max(perpC),0.1175,0.0903
GPP,nq,bm25,5,False,23,0.1075526180981991,0.0824634822094252,avg(docQual),0.0817,0.0624
GPP,nq,bm25,5,False,12,0.2629076271978942,0.2014855444843991,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,23,0.2581707454267179,0.198158679054713,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,123,0.1590018947895103,0.1219002194349133,max(perpC),0.1175,0.0903
GPP,nq,bm25,5,False,123,0.2723520957747349,0.2089666741552127,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,1,0.1207394509178689,0.0927096835682598,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,2,0.0792245126088278,0.0607116538405076,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,3,0.0715676311270804,0.0548570529535977,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,12,0.1346796138760028,0.1033445843253793,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,13,0.1435592022228004,0.1100399206278315,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,23,0.1075526180981991,0.0824634822094252,spatial,0.2139,0.1633
GPP,nq,bm25,5,False,123,0.1590018947895103,0.1219002194349133,spatial,0.2139,0.1633
GPP,nq,bm25,3,False,0,0.2548632237241459,0.1951033390493363,spatial,0.2203,0.1678
GPP,nq,bm25,3,False,1,0.1239837457193123,0.0948112840858675,max(perpC),0.1215,0.0929
GPP,nq,bm25,3,False,2,0.1002478553024127,0.0766091139139987,avg(docQual),0.0933,0.0711
GPP,nq,bm25,3,False,3,0.1157132848187113,0.088370634515633,itg(Dale Chall),0.115,0.0876
GPP,nq,bm25,3,False,1,0.2763459684382268,0.2114432165190416,spatial,0.2203,0.1678
GPP,nq,bm25,3,False,2,0.2621865499102569,0.200677143774876,spatial,0.2203,0.1678
GPP,nq,bm25,3,False,3,0.2648434268060244,0.2029753736100536,spatial,0.2203,0.1678
GPP,nq,bm25,3,False,12,0.1374246108204919,0.1052487025208949,max(perpC),0.1215,0.0929
GPP,nq,bm25,3,False,13,0.1606941567451685,0.1227022441156061,max(perpC),0.1215,0.0929
GPP,nq,bm25,3,False,23,0.1409296138847559,0.108006808166528,itg(Dale Chall),0.115,0.0876
GPP,nq,bm25,3,False,12,0.2750689325258545,0.2104666549067871,spatial,0.2203,0.1678
GPP,nq,bm25,3,False,13,0.2859407067281027,0.2191942091470727,spatial,0.2203,0.1678
GPP,nq,bm25,3,False,23,0.2689385281593807,0.2062442892355106,spatial,0.2203,0.1678
GPP,nq,bm25,3,False,123,0.1699173850136784,0.1303251438245809,max(perpC),0.1215,0.0929
GPP,nq,bm25,3,False,123,0.284275526360957,0.2180194364735261,spatial,0.2203,0.1678
GPP,nq,bm25,3,True,0,0.3658800817229641,0.2802228465088113,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,1,0.3168309492020719,0.2418686144273551,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,2,0.3175105873247045,0.2424001804553653,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,3,0.3154540432972432,0.2402073236942738,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,1,0.375907706719999,0.2881497220746291,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,2,0.3670868572555694,0.2813028225878269,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,3,0.3690890036881706,0.2828215267076468,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,12,0.3186202639201431,0.2433755669032249,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,13,0.3249530761371322,0.2477859588777031,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,23,0.3218115414437924,0.2456718381310774,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,12,0.3732725963100262,0.2861993409003749,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,13,0.3796338966980636,0.2912376623832544,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,23,0.3697345225529441,0.2836182881674646,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,123,0.3260681677748576,0.2491291717812013,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,123,0.3770052147497568,0.289364058616141,prob(k),0.308,0.2347
RPP,nq,bm25,3,False,0,0.2194108433194897,0.1623840399595486,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,1,0.0707943081247289,0.0520007913421782,itg(perpC),0.0702,0.0515
RPP,nq,bm25,3,False,2,0.0651417510980236,0.0478737068292442,avg(docQual),0.0619,0.0455
RPP,nq,bm25,3,False,3,0.0808399845945335,0.0595046677891584,itg(Dale Chall),0.0619,0.0454
RPP,nq,bm25,3,False,1,0.23087205817421,0.1706487718161054,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,2,0.2183512977348321,0.161568538969038,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,3,0.2240363019578196,0.1658717894230552,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,12,0.0769793189422835,0.0564790038268867,itg(perpC),0.0702,0.0515
RPP,nq,bm25,3,False,13,0.1071857306862372,0.0788359634817354,itg(perpC),0.0702,0.0515
RPP,nq,bm25,3,False,23,0.0951485136316442,0.0701295021652905,avg(docQual),0.0619,0.0455
RPP,nq,bm25,3,False,12,0.2284022244205198,0.168811670493846,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,13,0.2345993889510061,0.1735671533153281,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,23,0.2199412236790581,0.1627654720137465,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,123,0.1060521676288411,0.078127218984528,itg(perpC),0.0702,0.0515
RPP,nq,bm25,3,False,123,0.2308956136459386,0.1708433800070227,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,0,0.2492766952029202,0.1846238640175785,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,1,0.1649303544181852,0.1223851991040763,prob(k),0.1554,0.1151
RPP,nq,bm25,3,True,2,0.1661166280952732,0.1229619807137283,prob(k),0.1554,0.1151
RPP,nq,bm25,3,True,3,0.1653572660002363,0.1223785268232448,prob(k),0.1554,0.1151
RPP,nq,bm25,3,True,1,0.2580764323370234,0.1909803235563404,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,2,0.2474351875263787,0.1829572765387895,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,3,0.2523085437675307,0.1869495245696075,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,12,0.1670854032875696,0.123895729347863,prob(k),0.1554,0.1151
RPP,nq,bm25,3,True,13,0.1765758325829356,0.1310395180247361,prob(k),0.1554,0.1151
RPP,nq,bm25,3,True,23,0.1737107573599502,0.1284180530225128,prob(k),0.1554,0.1151
RPP,nq,bm25,3,True,12,0.2553024745085758,0.1889437951736743,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,13,0.2605382844834394,0.1929175090910716,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,23,0.2478307428438892,0.1834469478153643,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,123,0.1774396766015481,0.1315747832203258,prob(k),0.1554,0.1151
RPP,nq,bm25,3,True,123,0.2565673853425399,0.1900873499717313,bertQPP,0.1881,0.1393
