Prediction Name,QA Task,Retriever,Top-Retrieved Docs,Use_Postgen,Combination_Number,Rho,Tau,Best Single Signal,Best Single Rho,Best Single Tau
RPP,nq,mt5,3,False,0,0.1936704411659169,0.1427653206828696,maxScore,0.177,0.1305
RPP,nq,mt5,3,False,1,0.1943626440186889,0.1430562964703932,maxScore,0.177,0.1305
RPP,nq,mt5,3,False,2,0.1999223642445998,0.1471360947021598,maxScore,0.177,0.1305
RPP,nq,mt5,3,False,3,0.2077315847335541,0.1529390038940383,maxScore,0.177,0.1305
RPP,nq,mt5,3,True,0,0.2217687293416722,0.163079835000164,maxScore,0.177,0.1305
RPP,nq,mt5,3,True,1,0.2238957873586368,0.1645246055977686,maxScore,0.177,0.1305
RPP,nq,mt5,3,True,2,0.2277155337213377,0.1673127023807024,maxScore,0.177,0.1305
RPP,nq,mt5,3,True,3,0.2323674375243347,0.1706242667714639,maxScore,0.177,0.1305
RPP,nq,e5,3,False,0,0.2061427965485558,0.1517299216219941,nqc,0.1398,0.102
RPP,nq,e5,3,False,1,0.2009464439129106,0.1478245042557061,nqc,0.1398,0.102
RPP,nq,e5,3,False,2,0.2018863109328381,0.1485077836057778,nqc,0.1398,0.102
RPP,nq,e5,3,False,3,0.1984146185344789,0.1459497476605771,nqc,0.1398,0.102
RPP,nq,e5,3,True,0,0.2526209061666989,0.1862816963242665,prob(k),0.1643,0.121
RPP,nq,e5,3,True,1,0.2472805614165149,0.1821362078349804,prob(k),0.1643,0.121
RPP,nq,e5,3,True,2,0.2467128888523963,0.181726027144059,prob(k),0.1643,0.121
RPP,nq,e5,3,True,3,0.2444836874843904,0.180091341671928,prob(k),0.1643,0.121
RPP,nq,bm25,3,False,0,0.2194108433194897,0.1623840399595486,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,1,0.2206719315574154,0.1633411415765934,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,2,0.2214572852438383,0.1639935423690019,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,False,3,0.2200920654277703,0.1628492462064081,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,0,0.2492766952029202,0.1846238640175785,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,1,0.2512534426246429,0.1859208812747588,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,2,0.2517062467541026,0.1862997185530779,bertQPP,0.1881,0.1393
RPP,nq,bm25,3,True,3,0.2495577069267535,0.1846194158303576,bertQPP,0.1881,0.1393
GPP,nq,e5,3,False,0,0.2791464800617281,0.2120822128073744,maxScore,0.2235,0.1686
GPP,nq,e5,3,False,1,0.2909924759375885,0.2208862593629224,maxScore,0.2235,0.1686
GPP,nq,e5,3,False,2,0.2921884419568792,0.2217763061924638,maxScore,0.2235,0.1686
GPP,nq,e5,3,False,3,0.2939354756044526,0.2230572319213123,maxScore,0.2235,0.1686
GPP,nq,e5,3,True,0,0.3810014297187943,0.2896460854734589,prob(k),0.2924,0.2209
GPP,nq,e5,3,True,1,0.3860824152253302,0.2934317513217753,prob(k),0.2924,0.2209
GPP,nq,e5,3,True,2,0.3835790644703697,0.2914821779122338,prob(k),0.2924,0.2209
GPP,nq,e5,3,True,3,0.3847408330362477,0.2923403313970501,prob(k),0.2924,0.2209
GPP,nq,mt5,3,False,0,0.2796948911732308,0.2134657931666309,maxScore,0.2382,0.1816
GPP,nq,mt5,3,False,1,0.2803877766612661,0.2140203619696752,maxScore,0.2382,0.1816
GPP,nq,mt5,3,False,2,0.2835518747974634,0.2163280472541797,maxScore,0.2382,0.1816
GPP,nq,mt5,3,False,3,0.2973105290797405,0.2264162951196263,maxScore,0.2382,0.1816
GPP,nq,mt5,3,True,0,0.3578034253948232,0.2716657141288352,prob(k),0.2676,0.2024
GPP,nq,mt5,3,True,1,0.3577786211708986,0.2716449649559322,prob(k),0.2676,0.2024
GPP,nq,mt5,3,True,2,0.3580653247069832,0.2717524833973387,prob(k),0.2676,0.2024
GPP,nq,mt5,3,True,3,0.3663730556612915,0.2779791215566894,prob(k),0.2676,0.2024
GPP,nq,bm25,3,False,0,0.2548632237241459,0.1951033390493363,bertQPP,0.2094,0.1602
GPP,nq,bm25,3,False,1,0.2558297159584846,0.1957990363711832,bertQPP,0.2094,0.1602
GPP,nq,bm25,3,False,2,0.2587405503495434,0.1979754408307445,bertQPP,0.2094,0.1602
GPP,nq,bm25,3,False,3,0.2615670645527621,0.2001502784044458,bertQPP,0.2094,0.1602
GPP,nq,bm25,3,True,0,0.3658800817229641,0.2802228465088113,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,1,0.3671507545555659,0.2811974495137408,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,2,0.3677286794848293,0.2815981805724398,prob(k),0.308,0.2347
GPP,nq,bm25,3,True,3,0.3667854717333357,0.2810662228229646,prob(k),0.308,0.2347
RPP,nq,e5,5,False,0,0.1896421201213731,0.1386261317770098,nqc,0.147,0.1072
RPP,nq,e5,5,False,1,0.1856472602268727,0.1356224555929047,nqc,0.147,0.1072
RPP,nq,e5,5,False,2,0.184610506937834,0.1347950999239087,nqc,0.147,0.1072
RPP,nq,e5,5,False,3,0.180694115893399,0.1318813075464438,nqc,0.147,0.1072
RPP,nq,e5,5,True,0,0.2431297885764549,0.1782581669135386,prob(k),0.1767,0.1286
RPP,nq,e5,5,True,1,0.2454936203972939,0.1796839222558759,prob(k),0.1767,0.1286
RPP,nq,e5,5,True,2,0.2459912003859803,0.1799592356478686,prob(k),0.1767,0.1286
RPP,nq,e5,5,True,3,0.243688157962772,0.1783399116353256,prob(k),0.1767,0.1286
RPP,nq,e5,5,False,0,0.1896358335651785,0.1386388712141714,nqc,0.147,0.1072
RPP,nq,e5,5,False,1,0.1855960121530335,0.1355750365768031,nqc,0.147,0.1072
RPP,nq,e5,5,False,2,0.1845678527622499,0.134783775979765,nqc,0.147,0.1072
RPP,nq,e5,5,False,3,0.1806049068210053,0.1318253955722345,nqc,0.147,0.1072
RPP,nq,e5,5,False,4,0.1704716384358744,0.1243749480722168,nqc,0.147,0.1072
RPP,nq,e5,5,True,0,0.2430871282182101,0.1782241950811076,prob(k),0.1767,0.1286
RPP,nq,e5,5,True,1,0.2454595779959184,0.1796669363396605,prob(k),0.1767,0.1286
RPP,nq,e5,5,True,2,0.2459929307245185,0.1799694979722488,prob(k),0.1767,0.1286
RPP,nq,e5,5,True,3,0.2436307348894405,0.1782861229006432,prob(k),0.1767,0.1286
RPP,nq,e5,5,True,4,0.2378640301054849,0.1739883322248707,prob(k),0.1767,0.1286
RPP,nq,e5,3,False,0,0.2056549648197212,0.1513568961009989,nqc,0.1397,0.102
RPP,nq,e5,3,False,1,0.2002203279796987,0.1472599325669019,nqc,0.1397,0.102
RPP,nq,e5,3,False,2,0.2012495601234801,0.1480159389626332,nqc,0.1397,0.102
RPP,nq,e5,3,False,3,0.1977082989808795,0.1453793533036628,nqc,0.1397,0.102
GPP,nq,e5,3,False,0,0.2793402060122676,0.2122330694919409,maxScore,0.2233,0.1684
GPP,nq,e5,3,False,1,0.2909768142157835,0.2208707807657186,maxScore,0.2233,0.1684
GPP,nq,e5,3,False,2,0.292221772871259,0.2218019741626075,maxScore,0.2233,0.1684
GPP,nq,e5,3,False,3,0.2939450998625231,0.2230645147306738,maxScore,0.2233,0.1684
GPP,nq,e5,3,False,4,0.2903431317070359,0.2204174561847251,maxScore,0.2233,0.1684
GPP,nq,mt5,3,False,0,0.1848373770645145,0.1404271605614319,maxScore,0.2386,0.182
GPP,nq,mt5,3,False,1,0.2296824545373766,0.1750711881174961,maxScore,0.2386,0.182
GPP,nq,mt5,3,False,2,0.2315934824535098,0.1764526253778076,maxScore,0.2386,0.182
GPP,nq,mt5,3,False,3,0.2333784345934799,0.1776908164762428,maxScore,0.2386,0.182
GPP,nq,mt5,3,False,4,0.2477271965822245,0.1889641760284485,maxScore,0.2386,0.182
GPP,nq,bm25,3,False,0,0.2201209901518266,0.1687987509422871,bertQPP,0.2113,0.1617
GPP,nq,bm25,3,False,1,0.2285414700028177,0.1751922093679758,bertQPP,0.2113,0.1617
GPP,nq,bm25,3,False,2,0.2284249545944163,0.1750851992952549,bertQPP,0.2113,0.1617
GPP,nq,bm25,3,False,3,0.2259361942116696,0.1731133813376184,bertQPP,0.2113,0.1617
GPP,nq,bm25,3,False,4,0.2405694115772245,0.1846287667366652,bertQPP,0.2113,0.1617
